Cell#,Cascade ID,Switch,NEID,Repoll#,Latitude,Longitude,BTS Manufacturer,Sector,Azimuth,CDR Status,,,,,,,,,,,,,,,
202,NY60XC257,NY-LI_CITY-MSC_2,158,232,40.71476,-73.796666,Lucent,2,170,Active,,,,,,,,,,,,,,,
202,NY60XC257,NY-LI_CITY-MSC_2,158,232,40.71476,-73.796666,Lucent,3,250,Active,,,,,,,,,,,,,,,
204,NY60XC269,NY-LI_CITY-MSC_2,158,232,40.668141,-73.779324,Lucent,1,45,Active,,,,,,,,,,,,,,,
204,NY60XC269,NY-LI_CITY-MSC_2,158,232,40.668141,-73.779324,Lucent,2,170,Active,,,,,,,,,,,,,,,
204,NY60XC269,NY-LI_CITY-MSC_2,158,232,40.668141,-73.779324,Lucent,3,315,Active,,,,,,,,,,,,,,,
205,NY62XC006,NY-LI_CITY-MSC_2,158,232,40.665972,-73.891694,Lucent,1,20,Active,,,,,,,,,,,,,,,
205,NY62XC006,NY-LI_CITY-MSC_2,158,232,40.665972,-73.891694,Lucent,2,120,Active,,,,,,,,,,,,,,,
205,NY62XC006,NY-LI_CITY-MSC_2,158,232,40.665972,-73.891694,Lucent,3,240,Active,,,,,,,,,,,,,,,
206,NY62XC018,NY-LI_CITY-MSC_2,158,232,40.746833,-73.872333,Lucent,1,310,Active,,,,,,,,,,,,,,,
206,NY62XC018,NY-LI_CITY-MSC_2,158,232,40.746833,-73.872333,Lucent,2,80,Active,,,,,,,,,,,,,,,
206,NY62XC018,NY-LI_CITY-MSC_2,158,232,40.746833,-73.872333,Lucent,3,200,Active,,,,,,,,,,,,,,,
208,NY62XC019,NY-LI_CITY-MSC_2,158,232,40.665869,-73.806708,Lucent,1,10,Active,,,,,,,,,,,,,,,
208,NY62XC019,NY-LI_CITY-MSC_2,158,232,40.665869,-73.806708,Lucent,2,170,Active,,,,,,,,,,,,,,,
208,NY62XC019,NY-LI_CITY-MSC_2,158,232,40.665869,-73.806708,Lucent,3,285,Active,,,,,,,,,,,,,,,
209,NY60XC208,NY-LI_CITY-MSC_2,158,232,40.675899,-73.888083,Lucent,1,320,Active,,,,,,,,,,,,,,,
209,NY60XC208,NY-LI_CITY-MSC_2,158,232,40.675899,-73.888083,Lucent,2,40,Active,,,,,,,,,,,,,,,
209,NY60XC208,NY-LI_CITY-MSC_2,158,232,40.675899,-73.888083,Lucent,3,180,Active,,,,,,,,,,,,,,,
210,NY58XC121,NY-LI_CITY-MSC_2,158,232,40.761069,-73.867099,Lucent,1,325,Active,,,,,,,,,,,,,,,
210,NY58XC121,NY-LI_CITY-MSC_2,158,232,40.761069,-73.867099,Lucent,2,165,Active,,,,,,,,,,,,,,,
210,NY58XC121,NY-LI_CITY-MSC_2,158,232,40.761069,-73.867099,Lucent,3,225,Active,,,,,,,,,,,,,,,
211,NY60XC237,NY-LI_CITY-MSC_2,158,232,40.74643,-73.885008,Lucent,1,295,Active,,,,,,,,,,,,,,,
211,NY60XC237,NY-LI_CITY-MSC_2,158,232,40.74643,-73.885008,Lucent,2,60,Active,,,,,,,,,,,,,,,
211,NY60XC237,NY-LI_CITY-MSC_2,158,232,40.74643,-73.885008,Lucent,3,140,Active,,,,,,,,,,,,,,,
213,NY97XC008,NY-LI_CITY-MSC_2,158,232,40.649,-73.7913,Lucent,1,330,Active,,,,,,,,,,,,,,,
213,NY97XC008,NY-LI_CITY-MSC_2,158,232,40.649,-73.7913,Lucent,2,90,Active,,,,,,,,,,,,,,,
213,NY97XC008,NY-LI_CITY-MSC_2,158,232,40.649,-73.7913,Lucent,3,210,Active,,,,,,,,,,,,,,,
213,NY97XC008,NY-LI_CITY-MSC_2,158,232,40.649,-73.7913,Lucent,2,210,Active,,,,,,,,,,,,,,,
213,NY97XC008,NY-LI_CITY-MSC_2,158,232,40.649,-73.7913,Lucent,3,90,Active,,,,,,,,,,,,,,,
214,NY97XC009,NY-LI_CITY-MSC_2,158,232,40.7749,-73.8745,Lucent,1,35,Active,,,,,,,,,,,,,,,
214,NY97XC009,NY-LI_CITY-MSC_2,158,232,40.7749,-73.8745,Lucent,2,140,Active,,,,,,,,,,,,,,,
214,NY97XC009,NY-LI_CITY-MSC_2,158,232,40.7749,-73.8745,Lucent,3,215,Active,,,,,,,,,,,,,,,
221,NY81XC009,NY-LI_CITY-MSC_2,158,232,40.701286,-73.952456,Lucent,1,30,Nonactive,,,,,,,,,,,,,,,
221,NY81XC009,NY-LI_CITY-MSC_2,158,232,40.701286,-73.952456,Lucent,2,150,Nonactive,,,,,,,,,,,,,,,
221,NY81XC009,NY-LI_CITY-MSC_2,158,232,40.701286,-73.952456,Lucent,3,270,Nonactive,,,,,,,,,,,,,,,
232,NY60XC220,NY-LI_CITY-MSC_2,158,232,40.66098,-73.874939,Lucent,1,315,Active,,,,,,,,,,,,,,,
232,NY60XC220,NY-LI_CITY-MSC_2,158,232,40.66098,-73.874939,Lucent,2,110,Active,,,,,,,,,,,,,,,
232,NY60XC220,NY-LI_CITY-MSC_2,158,232,40.66098,-73.874939,Lucent,3,220,Active,,,,,,,,,,,,,,,
241,NY58XC016,NY-LI_CITY-MSC_2,158,232,40.723283,-73.794861,Lucent,1,340,Active,,,,,,,,,,,,,,,
241,NY58XC016,NY-LI_CITY-MSC_2,158,232,40.723283,-73.794861,Lucent,2,110,Active,,,,,,,,,,,,,,,
241,NY58XC016,NY-LI_CITY-MSC_2,158,232,40.723283,-73.794861,Lucent,3,200,Active,,,,,,,,,,,,,,,
242,NY58XC017,NY-LI_CITY-MSC_2,158,232,40.690977,-73.768441,Lucent,1,40,Active,,,,,,,,,,,,,,,
242,NY58XC017,NY-LI_CITY-MSC_2,158,232,40.690977,-73.768441,Lucent,2,160,Active,,,,,,,,,,,,,,,
242,NY58XC017,NY-LI_CITY-MSC_2,158,232,40.690977,-73.768441,Lucent,3,290,Active,,,,,,,,,,,,,,,
244,NY54XC969,NY-LI_CITY-MSC_2,158,232,40.706944,-73.762389,Lucent,1,315,Active,,,,,,,,,,,,,,,
244,NY54XC969,NY-LI_CITY-MSC_2,158,232,40.706944,-73.762389,Lucent,2,85,Active,,,,,,,,,,,,,,,
244,NY54XC969,NY-LI_CITY-MSC_2,158,232,40.706944,-73.762389,Lucent,3,180,Active,,,,,,,,,,,,,,,
267,NY60XC238,NY-LI_CITY-MSC_2,158,232,40.73556,-73.744958,Lucent,1,40,Active,,,,,,,,,,,,,,,
267,NY60XC238,NY-LI_CITY-MSC_2,158,232,40.73556,-73.744958,Lucent,2,160,Active,,,,,,,,,,,,,,,
267,NY60XC238,NY-LI_CITY-MSC_2,158,232,40.73556,-73.744958,Lucent,3,260,Active,,,,,,,,,,,,,,,
268,NY54XC822,NY-LI_CITY-MSC_2,158,232,40.621388,-73.741389,Lucent,1,50,Active,,,,,,,,,,,,,,,
268,NY54XC822,NY-LI_CITY-MSC_2,158,232,40.621388,-73.741389,Lucent,2,160,Active,,,,,,,,,,,,,,,
268,NY54XC822,NY-LI_CITY-MSC_2,158,232,40.621388,-73.741389,Lucent,3,250,Active,,,,,,,,,,,,,,,
269,NY60XC247,NY-LI_CITY-MSC_2,158,232,40.6556,-73.73818,Lucent,1,315,Active,,,,,,,,,,,,,,,
269,NY60XC247,NY-LI_CITY-MSC_2,158,232,40.6556,-73.73818,Lucent,2,85,Active,,,,,,,,,,,,,,,
269,NY60XC247,NY-LI_CITY-MSC_2,158,232,40.6556,-73.73818,Lucent,3,200,Active,,,,,,,,,,,,,,,
270,NY58XC128,NY-LI_CITY-MSC_2,158,232,40.688686,-73.843216,Lucent,1,15,Active,,,,,,,,,,,,,,,
270,NY58XC128,NY-LI_CITY-MSC_2,158,232,40.688686,-73.843216,Lucent,2,100,Active,,,,,,,,,,,,,,,
270,NY58XC128,NY-LI_CITY-MSC_2,158,232,40.688686,-73.843216,Lucent,3,225,Active,,,,,,,,,,,,,,,
271,NY54XC851,NY-LI_CITY-MSC_2,158,232,40.741347,-73.731758,Lucent,1,320,Active,,,,,,,,,,,,,,,
271,NY54XC851,NY-LI_CITY-MSC_2,158,232,40.741347,-73.731758,Lucent,2,80,Active,,,,,,,,,,,,,,,
271,NY54XC851,NY-LI_CITY-MSC_2,158,232,40.741347,-73.731758,Lucent,3,215,Active,,,,,,,,,,,,,,,
272,NY58XC015,NY-LI_CITY-MSC_2,158,232,40.758222,-73.78286,Lucent,1,0,Active,,,,,,,,,,,,,,,
272,NY58XC015,NY-LI_CITY-MSC_2,158,232,40.758222,-73.78286,Lucent,2,130,Active,,,,,,,,,,,,,,,
272,NY58XC015,NY-LI_CITY-MSC_2,158,232,40.758222,-73.78286,Lucent,3,235,Active,,,,,,,,,,,,,,,
274,NY70XC865,NY-LI_CITY-MSC_2,158,232,40.727177,-73.895547,Lucent,1,10,Active,,,,,,,,,,,,,,,
274,NY70XC865,NY-LI_CITY-MSC_2,158,232,40.727177,-73.895547,Lucent,2,130,Active,,,,,,,,,,,,,,,
274,NY70XC865,NY-LI_CITY-MSC_2,158,232,40.727177,-73.895547,Lucent,3,250,Active,,,,,,,,,,,,,,,
275,NY70XC815,NY-LI_CITY-MSC_2,158,232,40.761944,-73.822055,Lucent,1,330,Active,,,,,,,,,,,,,,,
275,NY70XC815,NY-LI_CITY-MSC_2,158,232,40.761944,-73.822055,Lucent,2,110,Active,,,,,,,,,,,,,,,
275,NY70XC815,NY-LI_CITY-MSC_2,158,232,40.761944,-73.822055,Lucent,3,190,Active,,,,,,,,,,,,,,,
276,NY70XC836,NY-LI_CITY-MSC_2,158,232,40.701058,-73.88585,Lucent,1,60,Active,,,,,,,,,,,,,,,
276,NY70XC836,NY-LI_CITY-MSC_2,158,232,40.701058,-73.88585,Lucent,2,220,Active,,,,,,,,,,,,,,,
276,NY70XC836,NY-LI_CITY-MSC_2,158,232,40.701058,-73.88585,Lucent,3,340,Active,,,,,,,,,,,,,,,
277,NY70XC834,NY-LI_CITY-MSC_2,158,232,40.676024,-73.864386,Lucent,1,350,Active,,,,,,,,,,,,,,,
277,NY70XC834,NY-LI_CITY-MSC_2,158,232,40.676024,-73.864386,Lucent,2,70,Active,,,,,,,,,,,,,,,
277,NY70XC834,NY-LI_CITY-MSC_2,158,232,40.676024,-73.864386,Lucent,3,220,Active,,,,,,,,,,,,,,,
280,NY60XC241,NY-LI_CITY-MSC_2,158,232,40.680109,-73.76095,Lucent,1,0,Active,,,,,,,,,,,,,,,
280,NY60XC241,NY-LI_CITY-MSC_2,158,232,40.680109,-73.76095,Lucent,2,95,Active,,,,,,,,,,,,,,,
280,NY60XC241,NY-LI_CITY-MSC_2,158,232,40.680109,-73.76095,Lucent,3,235,Active,,,,,,,,,,,,,,,
285,NY70XC859,NY-LI_CITY-MSC_2,158,232,40.691877,-73.865233,Lucent,1,25,Active,,,,,,,,,,,,,,,
285,NY70XC859,NY-LI_CITY-MSC_2,158,232,40.691877,-73.865233,Lucent,2,130,Active,,,,,,,,,,,,,,,
285,NY70XC859,NY-LI_CITY-MSC_2,158,232,40.691877,-73.865233,Lucent,3,260,Active,,,,,,,,,,,,,,,
342,NY96XC118,NY-LI_CITY-MSC_2,158,232,40.642897,-73.7908,Lucent,1,0,Active,,,,,,,,,,,,,,,
342,NY96XC118,NY-LI_CITY-MSC_2,158,232,40.641286,-73.788989,Lucent,2,0,Active,,,,,,,,,,,,,,,
343,NY96XC007,NY-LI_CITY-MSC_2,158,232,40.643608,-73.782128,Lucent,1,0,Active,,,,,,,,,,,,,,,
343,NY96XC007,NY-LI_CITY-MSC_2,158,232,40.643608,-73.782128,Lucent,2,0,Active,,,,,,,,,,,,,,,
343,NY96XC007,NY-LI_CITY-MSC_2,158,232,40.643608,-73.782128,Lucent,3,0,Active,,,,,,,,,,,,,,,
344,NY96XC117,NY-LI_CITY-MSC_2,158,232,40.645772,-73.775214,Lucent,1,0,Active,,,,,,,,,,,,,,,
344,NY96XC117,NY-LI_CITY-MSC_2,158,232,40.645772,-73.775214,Lucent,2,0,Active,,,,,,,,,,,,,,,
344,NY96XC117,NY-LI_CITY-MSC_2,158,232,40.647336,-73.790525,Lucent,3,0,Active,,,,,,,,,,,,,,,
345,NY96XC008,NY-LI_CITY-MSC_2,158,232,40.7747,-73.8724,Lucent,1,0,Nonactive,,,,,,,,,,,,,,,
345,NY96XC008,NY-LI_CITY-MSC_2,158,232,40.7747,-73.8724,Lucent,2,0,Nonactive,,,,,,,,,,,,,,,
349,NY96XC028,NY-LI_CITY-MSC_2,158,232,40.7747,-73.8724,Lucent,1,0,Nonactive,,,,,,,,,,,,,,,
349,NY96XC028,NY-LI_CITY-MSC_2,158,232,40.7747,-73.8724,Lucent,2,0,Nonactive,,,,,,,,,,,,,,,
384,NY99XT994,NY-LI_CITY-MSC_2,158,232,40.739626,-73.934078,Lucent,1,0,Active,,,,,,,,,,,,,,,
501,NY73XC731,NY-LI_CITY-MSC_2,158,232,40.690718,-73.952206,Lucent,1,350,Active,,,,,,,,,,,,,,,
501,NY73XC731,NY-LI_CITY-MSC_2,158,232,40.690718,-73.952206,Lucent,2,120,Active,,,,,,,,,,,,,,,
501,NY73XC731,NY-LI_CITY-MSC_2,158,232,40.690718,-73.952206,Lucent,3,230,Active,,,,,,,,,,,,,,,
502,NY98XC273,NY-LI_CITY-MSC_2,158,232,40.7396,-73.9473,Lucent,1,0,Active,,,,,,,,,,,,,,,
502,NY98XC273,NY-LI_CITY-MSC_2,158,232,40.7396,-73.9473,Lucent,2,0,Active,,,,,,,,,,,,,,,
503,NY60XC261,NY-LI_CITY-MSC_2,158,232,40.717916,-73.90075,Lucent,1,10,Active,,,,,,,,,,,,,,,
503,NY60XC261,NY-LI_CITY-MSC_2,158,232,40.717916,-73.90075,Lucent,2,140,Active,,,,,,,,,,,,,,,
503,NY60XC261,NY-LI_CITY-MSC_2,158,232,40.717916,-73.90075,Lucent,3,255,Active,,,,,,,,,,,,,,,
504,NY15XC664,NY-LI_CITY-MSC_2,158,232,40.777222,-73.909722,Lucent,1,340,Active,,,,,,,,,,,,,,,
504,NY15XC664,NY-LI_CITY-MSC_2,158,232,40.777222,-73.909722,Lucent,2,100,Active,,,,,,,,,,,,,,,
504,NY15XC664,NY-LI_CITY-MSC_2,158,232,40.777222,-73.909722,Lucent,3,250,Active,,,,,,,,,,,,,,,
505,NY73XC681,NY-LI_CITY-MSC_2,158,232,40.691181,-73.928896,Lucent,1,350,Active,,,,,,,,,,,,,,,
505,NY73XC681,NY-LI_CITY-MSC_2,158,232,40.691181,-73.928896,Lucent,2,170,Active,,,,,,,,,,,,,,,
505,NY73XC681,NY-LI_CITY-MSC_2,158,232,40.691181,-73.928896,Lucent,3,250,Active,,,,,,,,,,,,,,,
506,NY05XC617,NY-LI_CITY-MSC_2,158,232,40.771444,-73.919597,Lucent,1,10,Active,,,,,,,,,,,,,,,
506,NY05XC617,NY-LI_CITY-MSC_2,158,232,40.771444,-73.919597,Lucent,2,100,Active,,,,,,,,,,,,,,,
506,NY05XC617,NY-LI_CITY-MSC_2,158,232,40.771444,-73.919597,Lucent,3,260,Active,,,,,,,,,,,,,,,
507,NY60XC240,NY-LI_CITY-MSC_2,158,232,40.75679,-73.926549,Lucent,1,70,Active,,,,,,,,,,,,,,,
507,NY60XC240,NY-LI_CITY-MSC_2,158,232,40.75679,-73.926549,Lucent,2,195,Active,,,,,,,,,,,,,,,
507,NY60XC240,NY-LI_CITY-MSC_2,158,232,40.75679,-73.926549,Lucent,3,320,Active,,,,,,,,,,,,,,,
508,NY05XC544,NY-LI_CITY-MSC_2,158,232,40.712778,-73.966111,Lucent,1,15,Active,,,,,,,,,,,,,,,
508,NY05XC544,NY-LI_CITY-MSC_2,158,232,40.712778,-73.966111,Lucent,2,150,Active,,,,,,,,,,,,,,,
508,NY05XC544,NY-LI_CITY-MSC_2,158,232,40.712778,-73.966111,Lucent,3,300,Active,,,,,,,,,,,,,,,
509,NY25XC673,NY-LI_CITY-MSC_2,158,232,40.764167,-73.928888,Lucent,1,0,Active,,,,,,,,,,,,,,,
509,NY25XC673,NY-LI_CITY-MSC_2,158,232,40.764167,-73.928888,Lucent,2,88,Active,,,,,,,,,,,,,,,
509,NY25XC673,NY-LI_CITY-MSC_2,158,232,40.764167,-73.928888,Lucent,3,240,Active,,,,,,,,,,,,,,,
510,NY05XC501,NY-LI_CITY-MSC_2,158,232,40.715833,-73.946111,Lucent,1,330,Active,,,,,,,,,,,,,,,
510,NY05XC501,NY-LI_CITY-MSC_2,158,232,40.715833,-73.946111,Lucent,2,90,Active,,,,,,,,,,,,,,,
510,NY05XC501,NY-LI_CITY-MSC_2,158,232,40.715833,-73.946111,Lucent,3,190,Active,,,,,,,,,,,,,,,
511,NY15XC662,NY-LI_CITY-MSC_2,158,232,40.760278,-73.915833,Lucent,1,80,Active,,,,,,,,,,,,,,,
511,NY15XC662,NY-LI_CITY-MSC_2,158,232,40.760278,-73.915833,Lucent,2,190,Active,,,,,,,,,,,,,,,
511,NY15XC662,NY-LI_CITY-MSC_2,158,232,40.760278,-73.915833,Lucent,3,320,Active,,,,,,,,,,,,,,,
512,NY73XC573,NY-LI_CITY-MSC_2,158,232,40.738277,-73.955658,Lucent,1,110,Active,,,,,,,,,,,,,,,
512,NY73XC573,NY-LI_CITY-MSC_2,158,232,40.738277,-73.955658,Lucent,2,210,Active,,,,,,,,,,,,,,,
512,NY73XC573,NY-LI_CITY-MSC_2,158,232,40.738277,-73.955658,Lucent,3,310,Active,,,,,,,,,,,,,,,
513,NY70XC771,NY-LI_CITY-MSC_2,158,232,40.695805,-73.917699,Lucent,1,0,Active,,,,,,,,,,,,,,,
513,NY70XC771,NY-LI_CITY-MSC_2,158,232,40.695805,-73.917699,Lucent,2,150,Active,,,,,,,,,,,,,,,
513,NY70XC771,NY-LI_CITY-MSC_2,158,232,40.695805,-73.917699,Lucent,3,270,Active,,,,,,,,,,,,,,,
514,NY54XC994,NY-LI_CITY-MSC_2,158,232,40.696389,-73.982777,Lucent,1,300,Active,,,,,,,,,,,,,,,
514,NY54XC994,NY-LI_CITY-MSC_2,158,232,40.696389,-73.982777,Lucent,2,80,Active,,,,,,,,,,,,,,,
514,NY54XC994,NY-LI_CITY-MSC_2,158,232,40.696389,-73.982777,Lucent,3,180,Active,,,,,,,,,,,,,,,
515,NY25XC335,NY-LI_CITY-MSC_2,158,232,40.766944,-73.919999,Lucent,1,290,Active,,,,,,,,,,,,,,,
515,NY25XC335,NY-LI_CITY-MSC_2,158,232,40.766944,-73.919999,Lucent,2,95,Active,,,,,,,,,,,,,,,
515,NY25XC335,NY-LI_CITY-MSC_2,158,232,40.766944,-73.919999,Lucent,3,260,Active,,,,,,,,,,,,,,,
516,NY54XC993,NY-LI_CITY-MSC_2,158,232,40.704722,-73.919444,Lucent,1,20,Active,,,,,,,,,,,,,,,
516,NY54XC993,NY-LI_CITY-MSC_2,158,232,40.704722,-73.919444,Lucent,2,80,Active,,,,,,,,,,,,,,,
516,NY54XC993,NY-LI_CITY-MSC_2,158,232,40.704722,-73.919444,Lucent,3,210,Active,,,,,,,,,,,,,,,
517,NY73XC515,NY-LI_CITY-MSC_2,158,232,40.713736,-73.934591,Lucent,1,20,Active,,,,,,,,,,,,,,,
517,NY73XC515,NY-LI_CITY-MSC_2,158,232,40.713736,-73.934591,Lucent,2,125,Active,,,,,,,,,,,,,,,
517,NY73XC515,NY-LI_CITY-MSC_2,158,232,40.713736,-73.934591,Lucent,3,260,Active,,,,,,,,,,,,,,,
518,NY05XC521,NY-LI_CITY-MSC_2,158,232,40.696389,-73.992777,Lucent,1,350,Active,,,,,,,,,,,,,,,
518,NY05XC521,NY-LI_CITY-MSC_2,158,232,40.696389,-73.992777,Lucent,2,75,Active,,,,,,,,,,,,,,,
518,NY05XC521,NY-LI_CITY-MSC_2,158,232,40.696389,-73.992777,Lucent,3,230,Active,,,,,,,,,,,,,,,
519,NY15XC658,NY-LI_CITY-MSC_2,158,232,40.743889,-73.919722,Lucent,1,340,Active,,,,,,,,,,,,,,,
519,NY15XC658,NY-LI_CITY-MSC_2,158,232,40.743889,-73.919722,Lucent,2,140,Active,,,,,,,,,,,,,,,
519,NY15XC658,NY-LI_CITY-MSC_2,158,232,40.743889,-73.919722,Lucent,3,240,Active,,,,,,,,,,,,,,,
520,NY73XC771,NY-LI_CITY-MSC_2,158,232,40.70657,-73.935336,Lucent,1,340,Active,,,,,,,,,,,,,,,
520,NY73XC771,NY-LI_CITY-MSC_2,158,232,40.70657,-73.935336,Lucent,2,140,Active,,,,,,,,,,,,,,,
520,NY73XC771,NY-LI_CITY-MSC_2,158,232,40.70657,-73.935336,Lucent,3,220,Active,,,,,,,,,,,,,,,
521,NY05XC518,NY-LI_CITY-MSC_2,158,232,40.665278,-73.98818,Lucent,1,315,Active,,,,,,,,,,,,,,,
521,NY05XC518,NY-LI_CITY-MSC_2,158,232,40.665278,-73.98818,Lucent,2,110,Active,,,,,,,,,,,,,,,
521,NY05XC518,NY-LI_CITY-MSC_2,158,232,40.665278,-73.98818,Lucent,3,210,Active,,,,,,,,,,,,,,,
522,NY98XC181,NY-LI_CITY-MSC_2,158,232,40.747056,-73.944,Lucent,1,0,Active,,,,,,,,,,,,,,,
523,NY25XC561,NY-LI_CITY-MSC_2,158,232,40.691389,-73.942861,Lucent,1,10,Active,,,,,,,,,,,,,,,
523,NY25XC561,NY-LI_CITY-MSC_2,158,232,40.691389,-73.942861,Lucent,2,105,Active,,,,,,,,,,,,,,,
523,NY25XC561,NY-LI_CITY-MSC_2,158,232,40.691389,-73.942861,Lucent,3,255,Active,,,,,,,,,,,,,,,
524,NY73XC781,NY-LI_CITY-MSC_2,158,232,40.701432,-73.986856,Lucent,1,60,Active,,,,,,,,,,,,,,,
524,NY73XC781,NY-LI_CITY-MSC_2,158,232,40.701432,-73.986856,Lucent,2,150,Active,,,,,,,,,,,,,,,
524,NY73XC781,NY-LI_CITY-MSC_2,158,232,40.701432,-73.986856,Lucent,3,290,Active,,,,,,,,,,,,,,,
525,NY05XC653,NY-LI_CITY-MSC_2,158,232,40.741111,-73.949166,Lucent,1,350,Active,,,,,,,,,,,,,,,
525,NY05XC653,NY-LI_CITY-MSC_2,158,232,40.741111,-73.949166,Lucent,2,110,Active,,,,,,,,,,,,,,,
525,NY05XC653,NY-LI_CITY-MSC_2,158,232,40.741111,-73.949166,Lucent,3,290,Active,,,,,,,,,,,,,,,
526,NY05XC522,NY-LI_CITY-MSC_2,158,232,40.696666,-73.953333,Lucent,1,20,Active,,,,,,,,,,,,,,,
526,NY05XC522,NY-LI_CITY-MSC_2,158,232,40.696666,-73.953333,Lucent,2,135,Active,,,,,,,,,,,,,,,
526,NY05XC522,NY-LI_CITY-MSC_2,158,232,40.696666,-73.953333,Lucent,3,215,Active,,,,,,,,,,,,,,,
527,NY05XC502,NY-LI_CITY-MSC_2,158,232,40.7,-73.932222,Lucent,1,355,Active,,,,,,,,,,,,,,,
527,NY05XC502,NY-LI_CITY-MSC_2,158,232,40.7,-73.932222,Lucent,2,120,Active,,,,,,,,,,,,,,,
527,NY05XC502,NY-LI_CITY-MSC_2,158,232,40.7,-73.932222,Lucent,3,240,Active,,,,,,,,,,,,,,,
528,NY60XC249,NY-LI_CITY-MSC_2,158,232,40.7392,-73.920749,Lucent,1,300,Active,,,,,,,,,,,,,,,
528,NY60XC249,NY-LI_CITY-MSC_2,158,232,40.7392,-73.920749,Lucent,2,100,Active,,,,,,,,,,,,,,,
528,NY60XC249,NY-LI_CITY-MSC_2,158,232,40.7392,-73.920749,Lucent,3,220,Active,,,,,,,,,,,,,,,
529,NY81XC002,NY-LI_CITY-MSC_2,158,232,40.701019,-73.943536,Lucent,1,350,Active,,,,,,,,,,,,,,,
529,NY81XC002,NY-LI_CITY-MSC_2,158,232,40.701019,-73.943536,Lucent,2,80,Active,,,,,,,,,,,,,,,
529,NY81XC002,NY-LI_CITY-MSC_2,158,232,40.701019,-73.943536,Lucent,3,250,Active,,,,,,,,,,,,,,,
529,NY81XC002,NY-LI_CITY-MSC_2,158,232,40.701019,-73.943654,Lucent,1,350,Active,,,,,,,,,,,,,,,
529,NY81XC002,NY-LI_CITY-MSC_2,158,232,40.701019,-73.943654,Lucent,2,80,Active,,,,,,,,,,,,,,,
529,NY81XC002,NY-LI_CITY-MSC_2,158,232,40.701019,-73.943654,Lucent,3,250,Active,,,,,,,,,,,,,,,
530,NY05XC509,NY-LI_CITY-MSC_2,158,232,40.674722,-73.967316,Lucent,1,30,Active,,,,,,,,,,,,,,,
530,NY05XC509,NY-LI_CITY-MSC_2,158,232,40.674722,-73.967316,Lucent,2,130,Active,,,,,,,,,,,,,,,
530,NY05XC509,NY-LI_CITY-MSC_2,158,232,40.674722,-73.967316,Lucent,3,235,Active,,,,,,,,,,,,,,,
531,NY73XC623,NY-LI_CITY-MSC_2,158,232,40.683326,-73.978387,Lucent,1,30,Active,,,,,,,,,,,,,,,
531,NY73XC623,NY-LI_CITY-MSC_2,158,232,40.683326,-73.978387,Lucent,2,150,Active,,,,,,,,,,,,,,,
531,NY73XC623,NY-LI_CITY-MSC_2,158,232,40.683326,-73.978387,Lucent,3,260,Active,,,,,,,,,,,,,,,
532,NY25XC588,NY-LI_CITY-MSC_2,158,232,40.690277,-73.990194,Lucent,1,40,Active,,,,,,,,,,,,,,,
532,NY25XC588,NY-LI_CITY-MSC_2,158,232,40.690277,-73.990194,Lucent,2,135,Active,,,,,,,,,,,,,,,
532,NY25XC588,NY-LI_CITY-MSC_2,158,232,40.690277,-73.990194,Lucent,3,265,Active,,,,,,,,,,,,,,,
533,NY73XC510,NY-LI_CITY-MSC_2,158,232,40.6925,-73.917499,Lucent,1,350,Active,,,,,,,,,,,,,,,
533,NY73XC510,NY-LI_CITY-MSC_2,158,232,40.6925,-73.917499,Lucent,2,110,Active,,,,,,,,,,,,,,,
533,NY73XC510,NY-LI_CITY-MSC_2,158,232,40.6925,-73.917499,Lucent,3,230,Active,,,,,,,,,,,,,,,
534,NY25XC590,NY-LI_CITY-MSC_2,158,232,40.7425,-73.898889,Lucent,1,75,Active,,,,,,,,,,,,,,,
534,NY25XC590,NY-LI_CITY-MSC_2,158,232,40.7425,-73.898889,Lucent,2,185,Active,,,,,,,,,,,,,,,
534,NY25XC590,NY-LI_CITY-MSC_2,158,232,40.7425,-73.898889,Lucent,3,315,Active,,,,,,,,,,,,,,,
535,NY25XC591,NY-LI_CITY-MSC_2,158,232,40.755833,-73.8975,Lucent,1,350,Active,,,,,,,,,,,,,,,
535,NY25XC591,NY-LI_CITY-MSC_2,158,232,40.755833,-73.8975,Lucent,2,165,Active,,,,,,,,,,,,,,,
535,NY25XC591,NY-LI_CITY-MSC_2,158,232,40.755833,-73.8975,Lucent,3,270,Active,,,,,,,,,,,,,,,
536,NY25XC592,NY-LI_CITY-MSC_2,158,232,40.764411,-73.886733,Lucent,1,50,Active,,,,,,,,,,,,,,,
536,NY25XC592,NY-LI_CITY-MSC_2,158,232,40.764411,-73.886733,Lucent,2,165,Active,,,,,,,,,,,,,,,
536,NY25XC592,NY-LI_CITY-MSC_2,158,232,40.764411,-73.886733,Lucent,3,245,Active,,,,,,,,,,,,,,,
537,NY58XC148,NY-LI_CITY-MSC_2,158,232,40.681238,-73.922766,Lucent,1,352,Active,,,,,,,,,,,,,,,
537,NY58XC148,NY-LI_CITY-MSC_2,158,232,40.681238,-73.922766,Lucent,2,170,Active,,,,,,,,,,,,,,,
537,NY58XC148,NY-LI_CITY-MSC_2,158,232,40.681238,-73.922766,Lucent,3,280,Active,,,,,,,,,,,,,,,
538,NY25XC509,NY-LI_CITY-MSC_2,158,232,40.751646,-73.931027,Lucent,1,0,Active,,,,,,,,,,,,,,,
